Before Time : Fri Sep  6 16:29:34 2019

01,187,18,102,113,181,246,238,68,,01,187,246,102,113,181,18,68,238,,264,362880
277,225,142,238,63,01,250,252,164,,277,225,250,238,252,01,63,142,164,,306,362880
273,177,145,14,283,162,02,241,293,,273,177,293,14,02,162,283,241,145,,362,362880
02,81,188,61,274,129,23,238,17,,02,188,61,274,129,81,17,238,23,,188,362880
35,46,29,02,55,126,270,63,145,,35,46,29,02,126,55,63,270,145,,278,362880
269,107,222,143,277,02,65,181,71,,269,107,65,143,277,02,222,181,71,,372,362880
244,138,03,120,167,101,215,06,235,,244,215,03,120,167,101,06,235,138,,316,362880
149,03,51,180,83,186,185,11,99,,149,03,51,11,83,99,180,186,185,,386,362880
297,263,118,03,192,57,126,265,122,,297,265,118,03,192,57,126,263,122,,398,362880
05,226,114,154,276,146,131,267,17,,05,226,114,17,276,154,146,131,267,,280,362880
193,05,42,126,199,100,191,179,217,,193,191,42,126,100,05,199,217,179,,250,362880
252,81,06,11,112,172,122,173,54,,252,81,06,11,112,172,122,173,54,,316,362880
194,196,06,107,166,148,162,165,255,,194,162,06,107,166,165,196,255,148,,320,362880
32,109,114,07,289,44,251,94,34,,32,109,114,07,94,44,34,289,251,,352,362880
277,48,248,56,136,07,177,176,114,,277,48,248,56,114,177,176,07,136,,238,362880
280,181,184,113,65,196,70,200,08,,280,181,184,113,70,65,196,08,200,,270,362880
227,09,129,109,38,210,238,235,203,,227,09,129,109,38,210,238,235,203,,256,362880
10,39,278,143,263,86,160,201,257,,10,39,278,143,263,257,160,201,86,,330,362880
92,290,42,56,207,104,164,11,17,,92,290,42,11,207,164,104,56,17,,338,362880
18,11,234,34,217,31,228,21,56,,18,21,34,217,31,11,234,228,56,,238,362880
281,39,102,229,207,217,191,11,187,,281,39,102,11,207,217,187,229,191,,338,362880
200,73,291,220,237,11,193,187,137,,200,73,291,220,187,11,237,193,137,,354,362880
140,83,217,142,81,11,85,157,291,,140,83,217,157,81,11,142,291,85,,324,362880
122,195,174,180,299,11,265,240,188,,122,195,188,180,240,11,299,265,174,,312,362880
95,287,244,75,248,109,15,147,12,,95,287,244,75,15,248,109,12,147,,258,362880
12,54,117,171,237,223,188,118,246,,12,54,117,171,237,188,223,246,118,,384,362880
202,236,87,144,14,97,216,267,207,,202,216,87,144,14,97,236,267,207,,340,362880
79,251,255,81,16,74,189,187,109,,79,251,189,81,109,74,255,187,16,,344,362880
16,136,293,79,203,244,259,251,161,,16,136,293,259,203,251,244,79,161,,346,362880
243,127,88,16,298,279,278,215,83,,243,127,88,83,298,278,279,215,16,,336,362880
273,270,100,162,99,235,287,145,16,,273,270,287,162,99,100,235,145,16,,288,362880
18,125,222,26,93,60,85,159,247,,18,125,222,247,93,60,85,159,26,,326,362880
18,247,123,27,223,243,283,173,266,,18,247,123,27,243,223,283,173,266,,256,362880
90,69,185,18,241,209,282,285,192,,90,69,185,18,241,209,282,285,192,,344,362880
71,188,20,141,29,95,69,216,235,,71,188,216,141,29,95,20,69,235,,328,362880
36,35,231,20,132,110,162,64,284,,36,35,231,284,132,110,162,20,64,,328,362880
154,79,20,289,273,263,298,260,50,,154,79,20,50,273,263,260,298,289,,278,362880
216,122,281,197,271,21,129,219,211,,216,122,281,219,271,211,129,197,21,,302,362880
191,279,23,28,266,277,69,293,296,,191,279,23,28,69,277,266,293,296,,338,362880
23,124,39,282,276,201,182,199,155,,23,124,39,282,182,201,199,276,155,,322,362880
24,177,172,86,265,249,292,39,198,,24,39,172,86,265,292,249,177,198,,390,362880
162,252,278,297,122,113,24,123,48,,162,252,278,297,122,113,48,123,24,,308,362880
224,168,171,133,67,24,261,60,170,,224,168,171,261,67,133,24,170,60,,274,362880
177,83,66,241,244,24,211,197,143,,177,197,66,241,244,211,24,83,143,,310,362880
25,117,33,262,94,223,48,184,125,,25,48,33,262,94,223,184,117,125,,352,362880
77,271,26,62,300,160,63,97,43,,77,63,26,43,300,271,62,160,97,,352,362880
281,65,201,93,66,206,155,26,279,,281,279,201,93,66,65,206,155,26,,286,362880
254,190,286,139,135,262,26,166,295,,254,190,286,166,135,262,295,26,139,,290,362880
215,84,217,99,288,27,277,42,171,,215,84,217,99,288,277,27,42,171,,324,362880
113,162,27,164,263,240,252,293,234,,113,162,27,164,252,240,234,263,293,,362,362880
