Before Time : Fri Sep  6 16:28:25 2019

49,277,259,44,292,96,01,,49,44,259,292,277,96,01,,294,5040
273,79,174,296,01,252,204,,273,79,01,296,174,252,204,,254,5040
02,248,63,125,78,294,24,,02,63,248,125,78,294,24,,174,5040
107,59,02,258,92,105,273,,107,59,105,258,02,92,273,,302,5040
166,29,22,90,234,03,140,,166,29,90,22,03,234,140,,254,5040
26,226,265,185,66,190,03,,26,03,265,185,66,226,190,,360,5040
98,277,32,219,162,41,03,,98,277,219,32,03,41,162,,246,5040
185,172,03,252,242,206,289,,185,242,03,172,252,206,289,,228,5040
10,132,48,93,164,64,04,,10,04,48,64,164,132,93,,296,5040
182,11,46,255,04,127,267,,182,11,04,255,46,127,267,,234,5040
92,71,21,37,197,04,80,,92,71,37,21,04,197,80,,244,5040
04,270,197,155,201,278,27,,04,270,278,201,197,155,27,,262,5040
04,77,93,207,70,108,105,,04,93,77,70,207,108,105,,178,5040
113,05,112,73,102,121,275,,113,73,112,102,05,121,275,,310,5040
06,34,84,298,281,282,92,,06,34,84,92,281,282,298,,258,5040
09,210,281,271,204,266,19,,09,210,204,281,271,266,19,,246,5040
204,187,24,09,119,42,180,,204,187,24,09,119,42,180,,224,5040
256,28,09,109,211,214,113,,256,211,09,28,109,214,113,,292,5040
109,158,09,154,146,193,161,,109,09,158,154,146,193,161,,230,5040
161,28,279,139,10,144,57,,161,279,28,10,139,144,57,,210,5040
40,252,10,205,90,157,65,,40,252,157,205,90,10,65,,208,5040
46,123,11,62,106,184,246,,46,106,123,11,62,184,246,,278,5040
288,61,11,225,219,263,251,,288,251,225,263,61,11,219,,234,5040
200,105,11,223,113,195,269,,200,223,11,105,195,113,269,,210,5040
18,277,32,12,203,292,233,,277,32,18,12,203,292,233,,186,5040
211,53,55,12,192,72,49,,211,53,12,55,49,72,192,,264,5040
54,238,63,13,211,283,170,,54,13,63,238,211,283,170,,294,5040
115,95,282,68,14,80,162,,115,68,95,282,162,80,14,,252,5040
14,85,208,70,236,71,285,,14,70,208,236,85,71,285,,286,5040
21,222,33,166,203,15,255,,21,15,33,222,255,166,203,,216,5040
85,148,95,40,149,15,43,,85,40,95,148,15,149,43,,252,5040
263,275,196,288,15,229,46,,263,288,275,196,15,229,46,,244,5040
98,62,102,15,252,245,164,,98,62,102,252,15,245,164,,234,5040
24,288,292,16,138,297,300,,24,16,292,288,138,297,300,,242,5040
20,266,121,268,47,92,17,,20,17,121,266,268,92,47,,242,5040
158,131,188,84,145,111,17,,158,188,131,17,145,111,84,,160,5040
254,83,103,196,215,18,284,,254,284,103,215,196,83,18,,272,5040
285,73,19,199,247,84,135,,285,247,199,73,19,135,84,,242,5040
130,271,294,108,254,19,95,,130,271,294,254,108,19,95,,238,5040
97,251,20,68,250,278,294,,97,251,250,20,68,278,294,,262,5040
258,70,66,50,21,139,229,,70,66,258,229,21,139,50,,190,5040
21,244,136,177,236,71,198,,21,71,177,236,198,244,136,,194,5040
82,140,22,111,36,293,215,,82,111,22,36,140,215,293,,294,5040
23,163,155,84,232,234,181,,23,84,155,163,181,234,232,,216,5040
262,23,182,195,163,200,263,,262,263,182,23,163,200,195,,232,5040
221,277,24,117,285,27,297,,221,277,24,27,285,117,297,,192,5040
280,282,69,200,230,24,32,,280,282,69,32,230,24,200,,222,5040
70,251,24,194,192,278,121,,70,251,278,194,192,24,121,,298,5040
254,129,25,282,102,273,156,,254,282,25,102,129,273,156,,308,5040
196,76,116,198,165,32,26,,196,165,116,26,76,32,198,,264,5040
59,147,287,118,27,271,269,,59,27,287,271,118,269,147,,252,5040
224,223,208,289,85,149,27,,224,223,208,289,85,149,27,,192,5040
145,258,28,95,146,249,150,,145,258,249,146,28,95,150,,266,5040
82,66,298,168,196,30,216,,82,66,298,216,196,30,168,,252,5040
32,184,67,138,140,169,41,,32,184,67,41,140,169,138,,164,5040
34,152,173,53,237,35,244,,34,35,53,237,152,173,244,,218,5040
63,282,34,35,212,272,57,,63,282,272,212,34,35,57,,248,5040
108,123,87,34,191,197,285,,108,123,87,34,191,197,285,,276,5040
265,34,176,196,169,161,142,,265,196,34,176,169,161,142,,240,5040
120,88,35,57,232,115,44,,120,57,35,88,44,115,232,,224,5040
89,99,53,36,133,153,294,,89,99,53,36,133,153,294,,302,5040
116,36,203,217,254,277,286,,116,36,203,217,254,277,286,,312,5040
213,38,50,37,291,241,106,,213,241,50,106,291,38,37,,250,5040
270,62,151,188,215,38,240,,62,151,270,215,188,38,240,,242,5040
250,76,107,230,49,39,193,,250,76,39,230,49,107,193,,244,5040
76,189,164,39,218,204,237,,76,39,164,189,218,204,237,,214,5040
255,224,40,124,161,131,288,,255,288,40,124,131,224,161,,266,5040
41,149,105,63,76,207,122,,41,63,105,149,76,207,122,,278,5040
130,118,165,290,145,42,92,,130,118,42,290,145,165,92,,256,5040
51,43,65,106,70,168,282,,51,106,65,43,70,168,282,,242,5040
74,78,100,282,43,190,287,,74,78,43,282,100,190,287,,264,5040
44,74,83,183,113,241,270,,44,74,83,113,183,241,270,,270,5040
97,246,227,168,57,261,46,,97,246,227,168,57,261,46,,182,5040
233,122,235,247,285,260,47,,233,247,122,235,285,260,47,,262,5040
100,162,268,49,229,125,57,,100,162,268,229,49,125,57,,232,5040
96,260,155,262,66,49,97,,96,66,155,260,262,49,97,,228,5040
212,154,189,49,140,278,159,,212,154,189,278,140,49,159,,192,5040
258,149,52,206,256,199,214,,258,256,52,149,206,199,214,,284,5040
58,107,78,183,104,199,64,,58,107,104,183,78,64,199,,314,5040
89,191,60,283,226,195,268,,89,191,60,283,226,195,268,,286,5040
261,202,86,269,133,62,238,,261,202,86,62,133,269,238,,272,5040
136,67,296,111,75,234,138,,136,67,296,234,75,111,138,,210,5040
69,278,277,218,74,231,169,,69,277,278,218,74,231,169,,208,5040
72,215,82,300,210,237,70,,72,215,82,70,210,237,300,,166,5040
75,70,83,203,190,174,256,,75,70,83,203,190,174,256,,228,5040
196,265,73,122,71,234,99,,196,265,234,122,73,71,99,,282,5040
265,174,127,135,214,270,73,,265,214,127,174,135,270,73,,258,5040
269,80,76,215,186,152,284,,269,284,76,215,186,152,80,,354,5040
144,222,135,77,212,170,235,,144,222,212,77,170,235,135,,240,5040
81,292,223,229,246,124,204,,81,292,229,223,246,124,204,,280,5040
138,181,82,148,200,236,284,,138,181,82,200,148,236,284,,182,5040
82,238,260,252,183,239,299,,82,238,183,260,252,239,299,,276,5040
262,130,129,248,271,84,272,,262,248,129,130,271,84,272,,292,5040
252,208,85,265,116,270,287,,252,208,265,85,116,270,287,,222,5040
154,117,105,93,107,144,138,,154,117,107,105,93,144,138,,222,5040
208,175,97,123,189,228,238,,208,189,97,123,175,228,238,,270,5040
281,105,114,108,237,252,192,,281,252,114,108,237,105,192,,236,5040
133,110,152,222,240,123,203,,133,152,110,222,240,123,203,,202,5040
280,194,253,123,268,232,282,,280,194,253,282,268,232,123,,230,5040
139,224,266,239,292,183,200,,139,224,183,239,266,292,200,,244,5040
After Time : Fri Sep  6 16:28:26 2019

seconds=1.000000
