Before Time : Sun Sep 08 17:54:40 2019

40,286,13,290,227,177,01,107,167,06,,40,01,13,06,227,177,286,290,167,107,,418,3628800
193,23,01,62,204,74,81,63,85,26,,193,23,81,62,204,01,74,63,85,26,,296,3628800
52,50,194,02,167,30,207,226,24,05,,52,50,05,02,167,226,207,194,30,24,,358,3628800
247,61,100,178,119,201,241,16,02,286,,247,241,100,178,119,16,61,02,201,286,,410,3628800
08,22,54,299,213,03,263,220,166,93,,08,22,54,299,263,213,03,93,166,220,,376,3628800
100,42,03,178,144,226,117,83,95,46,,100,42,95,178,144,83,117,03,226,46,,328,3628800
120,186,171,03,89,185,267,219,114,117,,120,114,171,219,185,03,186,89,117,267,,298,3628800
04,266,118,299,195,166,108,281,13,224,,04,266,224,299,281,166,195,13,118,108,,414,3628800
150,170,92,58,203,121,76,228,99,04,,150,170,92,58,04,121,203,228,99,76,,386,3628800
289,60,246,137,166,231,04,259,249,214,,289,259,246,214,166,231,249,60,04,137,,430,3628800
279,148,06,137,88,170,12,194,246,179,,279,246,06,137,88,12,170,194,179,148,,374,3628800
159,07,40,253,172,22,78,86,270,287,,159,07,40,253,172,287,86,270,22,78,,286,3628800
29,184,252,94,170,104,07,59,227,231,,29,07,252,94,104,184,170,227,59,231,,308,3628800
55,113,235,61,146,117,09,270,56,99,,55,09,235,61,146,117,56,270,113,99,,388,3628800
150,21,10,191,60,11,250,48,145,93,,150,21,10,191,250,11,93,145,60,48,,400,3628800
10,133,30,229,77,184,227,210,270,48,,10,133,30,48,77,184,229,227,270,210,,286,3628800
126,266,48,73,138,10,78,33,249,213,,126,266,249,73,138,10,33,48,78,213,,396,3628800
88,291,10,194,73,37,151,185,79,110,,88,79,10,194,151,37,73,291,185,110,,382,3628800
11,49,204,214,126,223,55,298,285,192,,11,49,204,285,126,214,223,192,55,298,,294,3628800
81,204,159,11,264,220,255,211,196,292,,81,204,255,11,264,292,159,220,211,196,,380,3628800
267,15,120,77,163,245,235,284,12,99,,267,284,120,77,99,245,163,15,12,235,,382,3628800
203,47,295,92,103,12,220,61,94,209,,203,47,295,220,103,94,92,12,61,209,,380,3628800
13,21,166,275,199,133,293,253,102,72,,13,102,166,275,199,253,293,133,21,72,,348,3628800
136,42,113,111,120,168,13,277,227,160,,136,42,13,111,120,168,277,113,227,160,,428,3628800
132,119,262,145,13,253,277,44,199,258,,132,119,262,258,13,44,253,277,199,145,,394,3628800
13,78,202,116,270,197,206,257,181,286,,13,78,202,257,270,286,206,116,197,181,,420,3628800
133,17,148,14,136,225,231,179,28,93,,133,17,148,14,93,231,179,28,225,136,,330,3628800
