Before Time : Fri Sep  6 16:31:21 2019

113,36,249,01,210,298,,113,249,36,01,210,298,,176,36
32,02,242,286,167,144,,32,02,242,286,167,144,,138,36
283,51,181,02,240,228,,283,181,51,02,240,228,,190,36
191,08,03,41,73,153,,08,03,191,153,73,41,,206,36
283,238,172,11,240,03,,283,172,238,240,11,03,,262,36
89,66,03,248,109,78,,66,03,89,78,109,248,,198,36
04,241,19,74,166,265,,04,241,19,74,166,265,,158,36
251,04,222,227,271,238,,04,222,251,271,227,238,,184,36
33,06,222,23,173,28,,33,06,222,173,23,28,,138,36
282,20,268,260,07,111,,282,20,268,260,07,111,,246,36
07,55,46,205,62,231,,07,55,46,62,205,231,,216,36
201,278,204,226,70,07,,201,278,204,226,70,07,,258,36
179,150,114,08,264,296,,179,150,114,08,264,296,,264,36
41,09,298,233,67,194,,41,09,298,233,67,194,,226,36
206,178,82,152,10,20,,206,178,82,10,152,20,,298,36
58,81,70,11,116,94,,81,70,58,11,116,94,,242,36
163,230,193,12,287,94,,163,193,230,287,12,94,,238,36
63,13,191,78,150,151,,63,13,191,151,150,78,,162,36
13,93,291,155,188,167,,13,93,291,188,155,167,,224,36
259,217,14,201,33,238,,259,217,14,33,201,238,,194,36
178,46,14,164,245,298,,46,14,178,164,245,298,,242,36
231,14,211,282,227,184,,14,211,231,282,227,184,,226,36
41,69,223,15,108,135,,69,223,41,15,108,135,,184,36
15,106,186,188,242,210,,15,106,186,242,188,210,,206,36
112,222,67,34,16,122,,112,222,67,34,16,122,,246,36
204,28,74,276,17,198,,204,74,28,17,276,198,,266,36
75,240,285,227,99,17,,75,285,240,227,99,17,,250,36
82,31,59,18,230,140,,82,31,59,18,230,140,,198,36
199,82,251,218,18,265,,199,82,251,218,18,265,,220,36
18,271,255,101,294,251,,18,271,255,251,294,101,,200,36
207,212,246,134,279,18,,212,246,207,279,134,18,,206,36
20,26,223,151,200,141,,20,26,223,151,200,141,,246,36
20,204,60,103,191,274,,20,60,204,191,103,274,,308,36
49,24,203,51,55,21,,49,203,24,21,55,51,,214,36
67,25,33,59,155,21,,67,33,25,21,155,59,,172,36
21,158,212,197,30,139,,158,212,21,197,30,139,,144,36
203,43,213,21,115,235,,43,213,203,21,115,235,,154,36
40,183,146,129,23,163,,40,183,146,129,23,163,,194,36
175,49,129,23,137,287,,49,129,175,287,137,23,,202,36
188,245,269,209,24,80,,188,245,269,209,24,80,,156,36
277,250,262,24,264,97,,277,250,262,264,24,97,,194,36
209,220,108,25,182,31,,209,108,220,182,25,31,,270,36
78,207,168,287,25,249,,78,168,207,287,25,249,,242,36
26,64,82,235,225,124,,26,64,82,225,235,124,,230,36
94,26,66,255,150,269,,94,66,26,255,150,269,,140,36
104,186,115,291,174,26,,104,186,115,291,174,26,,162,36
210,26,219,239,111,293,,26,219,210,239,111,293,,202,36
240,26,195,233,242,244,,26,195,240,233,242,244,,304,36
256,27,58,168,137,209,,256,27,58,168,137,209,,228,36
201,93,205,131,27,101,,201,93,205,131,27,101,,206,36
207,279,155,99,29,205,,279,155,207,205,29,99,,168,36
29,185,100,290,256,199,,185,100,29,290,256,199,,200,36
62,103,31,256,40,101,,62,31,103,40,256,101,,170,36
92,250,248,176,293,31,,250,248,92,31,293,176,,160,36
56,32,204,73,57,202,,56,32,204,202,57,73,,192,36
265,240,177,159,34,220,,265,177,240,220,34,159,,328,36
193,243,230,35,149,195,,193,243,230,195,149,35,,184,36
256,246,36,88,262,249,,246,36,256,249,262,88,,158,36
107,160,106,210,37,72,,107,160,106,37,210,72,,192,36
271,37,172,128,296,265,,271,37,172,128,296,265,,164,36
46,39,82,148,189,216,,46,39,82,189,148,216,,220,36
287,40,53,158,141,216,,40,53,287,216,141,158,,240,36
141,53,200,232,40,209,,141,200,53,40,232,209,,212,36
40,76,280,253,135,189,,40,76,280,189,135,253,,212,36
280,258,43,42,204,210,,280,258,43,42,204,210,,168,36
115,83,130,234,42,192,,115,130,83,42,234,192,,224,36
127,210,272,173,299,42,,127,272,210,299,173,42,,164,36
88,151,202,44,275,124,,88,151,202,275,44,124,,264,36
45,58,129,51,98,132,,45,129,58,51,98,132,,222,36
190,300,68,171,262,48,,190,68,300,262,171,48,,186,36
213,126,246,279,253,50,,213,126,246,279,253,50,,168,36
206,117,146,267,51,270,,206,146,117,51,267,270,,214,36
74,107,61,262,52,252,,74,61,107,252,52,262,,170,36
190,136,163,53,211,238,,136,163,190,211,53,238,,180,36
180,106,215,75,57,66,,180,215,106,75,57,66,,214,36
242,57,154,177,143,108,,242,154,57,108,143,177,,134,36
