Before Time : Sun Sep 08 19:11:50 2019

295,142,40,99,79,24,274,09,272,276,01,,142,40,295,274,79,24,99,09,272,276,01,,528,241920
71,26,158,242,246,196,185,235,01,156,90,,71,158,26,01,246,196,185,235,242,156,90,,454,241920
212,119,182,298,179,97,188,01,40,222,224,,212,182,119,97,179,298,188,01,40,222,224,,398,241920
183,298,01,117,61,274,273,93,292,299,136,,183,01,298,274,61,117,273,93,292,299,136,,410,241920
196,298,197,01,137,99,114,268,275,213,133,,196,197,298,275,137,99,114,268,01,213,133,,462,241920
02,122,276,273,241,200,123,108,94,04,36,,02,122,276,273,241,200,123,108,94,04,36,,446,241920
263,177,220,196,193,02,213,19,274,295,161,,177,220,263,274,193,02,213,19,196,295,161,,490,241920
186,43,288,27,113,02,179,269,185,70,283,,186,43,288,283,113,02,179,269,185,70,27,,350,241920
02,275,175,168,117,89,132,65,251,34,290,,02,275,175,168,117,89,132,65,251,34,290,,362,241920
181,105,295,296,47,02,93,164,197,113,130,,181,105,295,296,47,02,93,164,197,113,130,,396,241920
02,65,243,281,291,189,152,50,244,89,292,,02,65,243,244,291,189,152,50,281,89,292,,348,241920
158,55,62,77,02,294,86,80,161,219,119,,158,62,55,02,77,294,86,80,161,219,119,,336,241920
100,87,294,280,142,286,206,268,177,120,03,,100,87,294,280,142,286,206,268,177,120,03,,344,241920
267,128,145,03,196,250,256,195,224,254,147,,128,145,267,250,196,03,256,195,224,254,147,,432,241920
04,174,210,292,09,164,96,272,187,35,83,,04,174,210,292,09,164,96,272,187,35,83,,492,241920
17,165,239,118,149,04,150,200,171,107,130,,165,239,17,04,149,118,150,200,171,107,130,,326,241920
51,40,59,86,246,70,47,207,216,265,04,,51,40,59,47,246,70,86,207,216,265,04,,434,241920
270,253,124,119,136,184,176,04,217,49,145,,270,124,253,217,136,184,176,04,119,49,145,,368,241920
170,277,255,118,229,111,83,04,296,288,275,,170,255,277,275,229,111,83,04,296,288,118,,354,241920
13,254,82,26,199,06,269,05,218,20,50,,254,82,13,06,199,26,269,05,218,20,50,,396,241920
194,05,32,106,213,141,210,107,09,137,252,,05,32,194,213,106,141,210,107,09,137,252,,332,241920
210,230,290,14,165,190,287,214,271,05,282,,210,230,290,287,165,190,14,214,271,05,282,,548,241920
131,94,77,23,241,270,05,206,165,162,228,,131,94,77,05,241,270,23,206,165,162,228,,348,241920
57,130,05,33,118,260,283,147,148,272,139,,57,130,05,33,118,260,283,147,148,272,139,,344,241920
05,237,83,47,111,197,294,130,290,181,110,,05,83,237,294,111,197,47,130,290,181,110,,396,241920
108,247,215,266,59,209,189,148,05,213,163,,108,247,215,213,59,209,189,148,05,266,163,,320,241920
76,209,13,06,113,142,39,195,206,226,166,,76,209,13,06,113,142,39,195,206,226,166,,386,241920
13,58,06,47,123,100,159,45,208,165,247,,13,06,58,47,123,100,159,45,208,165,247,,428,241920
78,79,62,86,24,175,20,150,190,06,229,,78,62,79,06,24,175,20,150,190,86,229,,302,241920
296,162,292,50,216,26,231,131,188,06,57,,296,162,292,216,50,26,231,131,188,06,57,,426,241920
06,236,249,244,47,203,41,219,232,273,42,,06,236,249,244,47,203,41,219,232,273,42,,442,241920
284,155,166,119,248,188,07,209,291,205,08,,155,166,284,248,119,188,07,209,291,205,08,,350,241920
07,219,271,46,295,286,158,109,190,254,197,,07,271,219,158,295,286,46,109,190,254,197,,348,241920
07,109,221,174,60,287,151,101,63,107,242,,07,109,221,242,60,287,151,101,63,107,174,,406,241920
189,31,17,196,88,08,183,155,87,49,287,,189,31,17,08,88,196,183,155,87,49,287,,356,241920
38,25,196,181,126,109,159,290,250,255,10,,38,196,25,10,126,109,159,290,250,255,181,,466,241920
10,162,295,214,55,136,109,76,33,286,212,,10,162,295,286,55,136,109,76,33,214,212,,438,241920
12,97,276,186,164,227,116,224,59,170,226,,12,97,276,186,164,227,116,224,59,170,226,,312,241920
263,239,68,125,221,297,12,199,149,126,277,,239,68,263,277,221,297,12,199,149,126,125,,432,241920
184,279,99,26,201,280,260,183,195,13,18,,184,99,279,280,201,26,260,183,195,13,18,,350,241920
241,152,184,103,121,135,270,188,192,258,13,,241,152,184,121,103,135,270,188,192,258,13,,338,241920
22,212,104,56,266,27,14,158,254,299,145,,212,104,22,14,266,27,56,158,254,299,145,,292,241920
243,138,14,78,84,61,121,205,26,246,256,,243,138,14,61,84,78,121,205,26,246,256,,384,241920
103,26,192,149,135,130,224,14,169,226,243,,103,192,26,14,135,130,224,149,169,226,243,,394,241920
226,65,178,155,93,137,146,94,15,135,68,,226,65,178,155,93,137,146,94,15,135,68,,436,241920
99,218,266,140,107,194,84,146,217,255,15,,99,218,266,255,107,194,84,146,217,140,15,,346,241920
200,16,283,21,88,297,222,31,132,32,188,,200,16,283,222,88,297,21,31,132,32,188,,432,241920
183,105,298,47,173,67,16,239,264,45,276,,183,105,298,276,173,67,16,239,264,45,47,,370,241920
148,36,41,44,230,82,191,286,224,17,150,,148,36,41,44,230,82,191,286,224,17,150,,354,241920
225,108,220,253,17,214,271,100,266,146,161,,225,108,220,214,17,253,271,100,266,146,161,,418,241920
22,26,33,257,43,18,290,188,151,168,93,,22,33,26,18,43,257,290,188,151,168,93,,458,241920
24,158,236,223,18,219,90,164,265,296,106,,158,236,24,18,223,219,90,164,265,296,106,,364,241920
168,136,228,246,33,41,212,216,184,18,235,,168,136,228,246,33,41,212,216,184,18,235,,502,241920
203,98,47,149,172,124,127,18,59,123,282,,203,98,47,18,172,124,127,149,59,123,282,,378,241920
258,126,199,93,175,271,300,257,18,68,239,,126,199,258,271,175,93,300,257,18,68,239,,374,241920
18,143,151,267,102,236,160,103,134,235,294,,143,151,18,102,267,236,160,103,134,235,294,,322,241920
187,35,39,19,193,147,250,75,208,52,104,,187,35,39,250,193,147,19,75,208,52,104,,296,241920
175,222,185,297,228,147,200,40,19,221,149,,175,185,222,221,228,147,200,40,19,297,149,,304,241920
180,19,81,162,265,108,245,196,144,285,45,,180,81,19,45,265,108,245,196,144,285,162,,424,241920
139,171,20,73,64,183,88,108,69,114,152,,139,171,20,73,64,183,88,108,69,114,152,,446,241920
300,142,78,26,182,105,197,185,274,167,21,,142,78,300,274,182,105,197,185,26,167,21,,468,241920
75,24,22,300,257,137,244,182,291,266,115,,75,24,22,257,300,137,244,182,291,266,115,,404,241920
22,297,127,66,164,148,240,272,29,180,34,,22,127,297,272,164,148,240,66,29,180,34,,368,241920
146,105,158,119,265,251,23,52,200,143,47,,146,158,105,251,265,119,23,52,200,143,47,,300,241920
135,173,146,143,132,209,75,261,80,23,193,,135,146,173,261,132,209,75,143,80,23,193,,344,241920
24,229,204,224,82,35,135,30,223,119,103,,24,204,229,224,82,35,135,30,223,119,103,,394,241920
268,142,204,63,85,117,252,37,221,24,33,,142,204,268,252,85,117,63,37,221,24,33,,468,241920
53,61,225,254,25,149,184,145,124,277,28,,53,61,225,254,25,149,184,145,124,277,28,,350,241920
190,59,290,25,56,72,244,275,267,101,66,,190,59,290,275,56,72,244,25,267,101,66,,442,241920
300,26,178,42,250,184,124,50,246,57,168,,26,178,300,250,42,184,124,50,246,57,168,,514,241920
60,112,75,297,190,102,27,63,87,287,172,,112,75,60,27,190,102,297,63,87,287,172,,390,241920
88,191,146,63,247,141,34,150,28,232,113,,88,146,191,247,63,141,34,150,28,232,113,,388,241920
29,38,36,267,149,33,76,148,59,169,127,,29,38,36,33,149,267,76,148,59,169,127,,306,241920
171,197,38,133,244,80,30,206,135,253,274,,171,38,197,244,133,80,30,206,135,253,274,,388,241920
240,81,270,132,278,32,157,208,284,294,289,,240,81,270,278,132,32,157,208,284,294,289,,492,241920
205,72,253,102,141,83,33,271,41,261,284,,205,72,253,271,141,83,33,102,41,261,284,,438,241920
33,118,168,269,89,289,170,62,216,196,80,,118,168,33,62,89,289,170,269,216,196,80,,360,241920
35,182,212,171,65,240,242,179,187,40,80,,35,182,212,242,65,240,171,179,187,40,80,,312,241920
95,47,275,36,170,210,176,257,293,278,256,,95,275,47,36,170,210,176,257,293,278,256,,320,241920
38,239,123,142,216,77,175,154,158,247,104,,38,123,239,216,142,77,175,154,158,247,104,,402,241920
155,92,38,259,246,212,131,218,222,265,204,,92,38,155,212,246,259,131,218,222,265,204,,366,241920
252,200,128,89,187,281,40,203,153,279,177,,200,128,252,281,187,89,40,203,153,279,177,,384,241920
152,82,43,125,90,192,197,83,41,185,219,,152,82,43,41,90,192,197,83,125,185,219,,384,241920
174,43,136,217,175,151,207,141,102,205,181,,174,136,43,102,175,151,207,141,217,205,181,,394,241920
108,264,44,261,255,46,59,191,150,168,155,,108,44,264,261,255,46,59,191,150,168,155,,362,241920
282,288,296,237,181,195,174,102,113,201,46,,282,288,296,237,181,195,174,102,113,201,46,,386,241920
190,221,287,110,210,123,50,228,65,250,87,,190,221,287,250,210,123,50,228,65,110,87,,352,241920
292,271,257,207,70,299,63,53,57,168,290,,271,257,292,290,70,299,63,53,57,168,207,,326,241920
238,90,102,166,149,205,98,53,247,241,187,,90,102,238,247,149,205,98,53,166,241,187,,444,241920
200,189,95,298,152,280,55,260,266,290,271,,200,95,189,271,152,280,55,260,266,290,298,,370,241920
142,270,214,286,240,267,272,59,56,65,188,,142,214,270,286,240,267,272,59,56,65,188,,382,241920
80,112,109,146,262,176,213,59,255,256,60,,80,112,109,213,262,176,146,59,255,256,60,,336,241920
237,292,182,155,251,252,66,272,264,261,254,,237,182,292,272,251,252,66,155,264,261,254,,474,241920
68,84,89,92,131,141,246,180,214,138,238,,68,84,89,92,131,141,246,180,214,138,238,,412,241920
129,190,278,299,226,182,91,234,71,240,144,,129,190,278,182,226,299,91,234,71,240,144,,324,241920
73,139,160,256,209,159,205,234,79,110,279,,73,139,160,159,209,256,205,234,79,110,279,,322,241920
258,165,149,269,120,137,138,76,75,80,107,,258,165,149,269,120,137,138,76,75,80,107,,330,241920
229,183,152,218,226,77,259,84,199,185,281,,183,152,229,218,226,77,259,84,199,185,281,,358,241920
176,260,180,207,128,140,155,236,227,82,282,,176,180,260,282,128,140,155,236,227,82,207,,410,241920
253,169,161,205,202,268,200,228,233,159,149,,253,169,161,159,202,268,200,228,233,205,149,,278,241920
After Time : Sun Sep 08 19:13:58 2019

seconds=128.000000
