Before Time : Fri Sep  6 16:31:47 2019

49,277,259,44,292,96,01,,277,259,49,44,292,96,01,,296,144
273,79,174,296,01,252,204,,273,174,79,01,296,252,204,,256,144
02,248,63,125,78,294,24,,02,63,248,125,78,294,24,,174,144
107,59,02,258,92,105,273,,107,59,02,92,258,105,273,,304,144
166,29,22,90,234,03,140,,166,29,22,03,234,90,140,,256,144
26,226,265,185,66,190,03,,226,265,26,03,66,190,185,,368,144
98,277,32,219,162,41,03,,98,277,32,03,162,41,219,,248,144
185,172,03,252,242,206,289,,172,03,185,242,252,206,289,,230,144
10,132,48,93,164,64,04,,132,48,10,04,164,64,93,,300,144
182,11,46,255,04,127,267,,182,46,11,04,255,127,267,,234,144
92,71,21,37,197,04,80,,92,71,21,04,197,37,80,,248,144
04,270,197,155,201,278,27,,04,197,270,278,201,155,27,,264,144
04,77,93,207,70,108,105,,04,93,77,70,207,108,105,,178,144
113,05,112,73,102,121,275,,113,05,112,73,102,121,275,,312,144
06,34,84,298,281,282,92,,06,34,84,92,281,282,298,,258,144
09,210,281,271,204,266,19,,09,210,281,271,204,266,19,,250,144
204,187,24,09,119,42,180,,204,187,24,09,119,42,180,,224,144
256,28,09,109,211,214,113,,28,09,256,211,109,214,113,,294,144
109,158,09,154,146,193,161,,109,09,158,154,146,193,161,,230,144
161,28,279,139,10,144,57,,161,279,28,10,139,144,57,,210,144
40,252,10,205,90,157,65,,40,252,10,65,90,157,205,,210,144
46,123,11,62,106,184,246,,46,123,11,62,106,184,246,,280,144
288,61,11,225,219,263,251,,61,11,288,251,219,263,225,,234,144
200,105,11,223,113,195,269,,105,11,200,223,113,195,269,,210,144
18,277,32,12,203,292,233,,277,32,18,12,203,292,233,,186,144
211,53,55,12,192,72,49,,211,53,55,12,192,72,49,,270,144
54,238,63,13,211,283,170,,54,63,238,211,13,283,170,,300,144
115,95,282,68,14,80,162,,115,95,282,162,14,80,68,,254,144
14,85,208,70,236,71,285,,14,85,208,236,70,71,285,,294,144
21,222,33,166,203,15,255,,222,33,21,15,203,166,255,,216,144
85,148,95,40,149,15,43,,148,95,85,40,149,15,43,,252,144
263,275,196,288,15,229,46,,275,196,263,288,15,229,46,,244,144
98,62,102,15,252,245,164,,98,62,102,252,15,245,164,,234,144
24,288,292,16,138,297,300,,288,292,24,16,138,297,300,,242,144
20,266,121,268,47,92,17,,266,121,20,17,47,92,268,,246,144
158,131,188,84,145,111,17,,158,188,131,17,145,111,84,,160,144
254,83,103,196,215,18,284,,83,103,254,284,215,18,196,,276,144
285,73,19,199,247,84,135,,73,19,285,247,199,84,135,,242,144
130,271,294,108,254,19,95,,130,271,294,254,108,19,95,,238,144
97,251,20,68,250,278,294,,97,20,251,250,68,278,294,,266,144
258,70,66,50,21,139,229,,70,66,258,229,21,139,50,,190,144
21,244,136,177,236,71,198,,244,136,21,71,236,177,198,,194,144
82,140,22,111,36,293,215,,82,140,22,36,111,293,215,,296,144
23,163,155,84,232,234,181,,23,163,155,181,232,234,84,,218,144
262,23,182,195,163,200,263,,23,182,262,263,163,200,195,,232,144
221,277,24,117,285,27,297,,221,277,24,27,285,117,297,,192,144
280,282,69,200,230,24,32,,280,282,69,32,230,24,200,,222,144
70,251,24,194,192,278,121,,70,24,251,278,192,194,121,,298,144
254,129,25,282,102,273,156,,129,25,254,282,102,273,156,,310,144
196,76,116,198,165,32,26,,196,116,76,32,165,198,26,,268,144
59,147,287,118,27,271,269,,59,147,287,271,27,118,269,,258,144
224,223,208,289,85,149,27,,224,223,208,289,85,149,27,,192,144
145,258,28,95,146,249,150,,145,28,258,249,146,95,150,,268,144
82,66,298,168,196,30,216,,82,66,298,216,196,30,168,,252,144
32,184,67,138,140,169,41,,32,184,67,41,140,169,138,,164,144
34,152,173,53,237,35,244,,152,173,34,35,237,53,244,,220,144
63,282,34,35,212,272,57,,63,34,282,272,212,35,57,,252,144
108,123,87,34,191,197,285,,108,123,87,34,191,197,285,,276,144
