40,286,13,290,227,177,01,107,167,06,,13,06,107,177,40,167,01,290,286,227,,440,1
193,23,01,62,204,74,81,63,85,26,,26,62,23,81,204,74,01,193,63,85,,322,1
52,50,194,02,167,30,207,226,24,05,,30,50,24,194,05,167,52,226,207,02,,402,1
247,61,100,178,119,201,241,16,02,286,,61,119,02,201,100,178,241,16,247,286,,432,1
08,22,54,299,213,03,263,220,166,93,,299,263,22,54,213,166,03,08,220,93,,406,1
100,42,03,178,144,226,117,83,95,46,,42,117,83,46,144,03,95,226,178,100,,370,1
120,186,171,03,89,185,267,219,114,117,,120,186,267,219,117,114,171,03,89,185,,362,1
04,266,118,299,195,166,108,281,13,224,,118,04,281,195,266,13,224,108,299,166,,446,1
150,170,92,58,203,121,76,228,99,04,,99,170,228,04,203,121,76,150,58,92,,450,1
289,60,246,137,166,231,04,259,249,214,,249,166,60,04,246,259,231,214,137,289,,462,1
279,148,06,137,88,170,12,194,246,179,,279,148,06,246,12,179,194,137,170,88,,388,1
159,07,40,253,172,22,78,86,270,287,,159,78,86,172,270,40,07,253,287,22,,324,1
29,184,252,94,170,104,07,59,227,231,,94,227,29,231,104,170,252,184,59,07,,394,1
55,113,235,61,146,117,09,270,56,99,,56,235,09,146,55,113,61,270,117,99,,476,1
150,21,10,191,60,11,250,48,145,93,,150,48,10,21,11,250,93,60,191,145,,440,1
10,133,30,229,77,184,227,210,270,48,,229,77,48,30,227,184,270,10,210,133,,388,1
126,266,48,73,138,10,78,33,249,213,,73,33,266,213,249,10,78,126,48,138,,416,1
88,291,10,194,73,37,151,185,79,110,,79,185,73,88,291,151,194,10,110,37,,432,1
11,49,204,214,126,223,55,298,285,192,,298,285,11,223,55,126,49,192,214,204,,352,1
81,204,159,11,264,220,255,211,196,292,,211,255,264,159,204,292,196,11,81,220,,404,1
267,15,120,77,163,245,235,284,12,99,,284,245,120,99,15,12,267,77,163,235,,412,1
203,47,295,92,103,12,220,61,94,209,,94,220,209,47,203,92,12,61,103,295,,388,1
13,21,166,275,199,133,293,253,102,72,,253,72,133,275,21,102,166,13,293,199,,376,1
136,42,113,111,120,168,13,277,227,160,,111,227,42,168,13,120,136,113,277,160,,434,1
132,119,262,145,13,253,277,44,199,258,,132,262,258,13,44,253,119,199,145,277,,402,1
