239,288,92,142,08,123,64,66,218,01,224,77,80,228,,01,142,239,123,224,218,288,66,64,228,77,92,80,08,,622,1
208,192,01,43,72,237,238,216,128,10,94,29,281,203,,216,72,203,192,29,43,237,238,10,94,01,208,281,128,,568,1
31,271,81,11,167,84,41,101,117,138,148,20,01,237,,271,01,167,148,84,237,138,20,117,31,11,81,41,101,,450,1
286,43,164,01,141,134,118,12,212,153,191,253,283,16,,164,12,16,253,286,141,134,118,153,283,01,212,191,43,,566,1
252,19,279,217,44,142,228,112,101,01,159,79,100,197,,142,197,44,159,279,228,19,01,79,217,101,112,252,100,,528,1
94,86,202,238,01,173,288,120,123,236,292,276,211,272,,120,86,276,272,238,01,173,211,236,292,123,94,202,288,,592,1
234,09,113,271,157,274,56,02,53,250,245,46,242,208,,208,157,242,56,250,113,53,46,245,02,274,271,234,09,,534,1
40,25,196,75,216,183,187,18,16,217,02,46,239,273,,75,18,16,187,239,183,02,196,217,216,25,273,40,46,,542,1
98,138,24,244,182,187,02,277,133,248,48,71,278,20,,278,182,02,248,48,138,98,24,71,187,133,20,277,244,,558,1
207,132,49,274,288,167,284,140,32,226,282,223,02,276,,207,226,284,140,02,223,167,288,282,132,276,49,32,274,,610,1
223,119,120,02,143,131,299,294,232,58,246,267,36,174,,299,36,267,119,174,58,02,246,223,294,120,143,232,131,,514,1
199,186,134,138,185,05,156,227,85,03,120,288,72,208,,156,288,208,138,185,186,120,05,72,134,03,227,85,199,,470,1
157,14,193,262,95,258,280,125,71,217,286,19,03,122,,157,14,262,193,19,217,286,95,03,122,71,125,258,280,,588,1
233,59,222,25,128,58,03,268,209,145,99,91,150,143,,145,268,03,25,58,222,59,209,91,128,150,99,143,233,,570,1
111,145,140,124,142,03,135,107,115,104,293,189,136,297,,297,115,189,111,293,135,142,140,145,03,107,124,136,104,,512,1
04,10,31,151,86,279,53,224,264,156,263,254,228,177,,04,228,151,156,254,53,31,263,279,86,177,224,264,10,,476,1
04,13,152,233,280,22,96,115,19,227,240,256,74,84,,152,256,22,280,96,84,74,13,19,233,227,115,04,240,,500,1
162,17,58,04,202,126,91,141,214,155,176,247,132,109,,126,91,04,58,109,247,162,132,202,155,176,214,17,141,,538,1
147,21,210,118,150,163,271,231,04,280,252,283,44,164,,21,271,210,163,231,283,150,118,04,280,44,147,164,252,,704,1
04,32,152,125,271,46,136,145,101,177,66,208,299,185,,299,101,66,136,152,145,46,208,271,177,185,04,32,125,,488,1
268,45,235,234,292,151,04,134,285,108,275,64,219,240,,64,108,234,292,04,219,285,240,275,235,134,151,268,45,,612,1
54,153,235,222,80,05,166,21,123,167,07,170,184,252,,235,05,153,21,07,80,123,184,222,170,167,166,252,54,,590,1
246,292,167,250,09,92,139,26,181,05,161,37,84,35,,35,139,181,167,37,161,05,26,292,250,92,09,246,84,,544,1
225,129,110,216,70,55,111,19,286,34,118,87,149,05,,286,149,216,70,87,34,129,05,19,111,55,118,225,110,,468,1
45,36,197,246,298,297,236,253,05,43,192,269,150,115,,45,115,05,150,253,298,236,36,197,43,297,269,246,192,,490,1
05,161,282,196,254,182,54,56,101,38,253,67,55,195,,05,253,182,196,195,161,56,101,282,38,254,67,54,55,,478,1
176,231,37,41,66,112,273,06,144,18,147,247,148,277,,37,147,18,148,41,06,66,176,247,273,231,277,112,144,,542,1
46,136,65,163,287,101,19,75,157,165,172,06,274,48,,65,19,06,101,172,46,75,287,157,274,136,165,163,48,,556,1
167,131,48,65,151,248,211,285,234,194,265,06,161,157,,211,248,265,157,131,285,194,161,167,234,151,65,06,48,,522,1
118,197,107,139,251,187,07,200,146,152,120,13,84,15,,107,200,13,251,187,15,139,146,84,07,120,152,118,197,,512,1
152,154,16,205,109,13,270,75,63,289,167,103,07,153,,07,289,154,13,152,167,16,153,109,103,205,75,270,63,,532,1
07,14,299,67,78,16,134,239,112,160,41,97,81,44,,97,81,07,299,16,112,239,67,134,14,160,41,44,78,,516,1
07,111,197,264,251,44,124,132,193,130,214,95,240,126,,95,126,264,124,193,130,197,251,132,214,44,07,240,111,,618,1
247,279,51,103,109,92,62,210,227,216,69,07,287,85,,287,85,07,62,51,227,279,92,216,247,103,69,109,210,,520,1
115,227,234,07,127,143,215,51,81,98,103,166,76,236,,76,51,103,166,115,227,81,127,07,236,234,143,215,98,,552,1
216,280,146,08,66,130,101,238,166,191,106,217,53,11,,101,53,66,106,08,216,238,146,166,130,191,217,280,11,,506,1
207,16,34,55,198,271,300,192,291,100,140,08,212,181,,100,271,34,300,212,207,192,16,291,140,55,181,198,08,,610,1
258,205,35,29,08,51,21,248,275,281,171,84,196,297,,171,258,08,21,35,275,84,196,29,205,248,51,281,297,,564,1
10,146,163,17,75,73,290,200,274,99,155,237,261,70,,10,163,290,155,200,75,261,274,17,99,70,73,146,237,,548,1
68,232,24,287,219,95,279,103,148,26,230,32,10,175,,287,230,10,175,24,232,219,279,95,68,148,32,103,26,,512,1
163,84,220,287,218,114,285,146,200,229,263,250,10,288,,250,218,163,200,287,288,10,84,229,263,114,220,146,285,,526,1
277,121,236,28,91,160,104,110,11,12,248,73,58,113,,12,236,110,11,73,121,113,277,91,160,248,28,58,104,,488,1
11,23,74,109,167,83,66,258,213,269,222,71,162,126,,23,269,222,11,74,258,162,109,71,66,213,167,83,126,,600,1
147,256,177,42,233,269,272,171,244,41,33,11,259,247,,42,233,269,244,171,256,11,259,33,177,147,272,41,247,,686,1
12,215,202,149,114,33,150,146,291,72,243,216,77,128,,149,72,291,114,12,77,243,215,33,146,202,216,128,150,,546,1
139,90,217,84,190,268,54,12,235,77,201,156,78,99,,217,90,139,12,78,156,99,54,201,190,84,235,77,268,,532,1
213,296,106,255,262,294,165,12,238,137,135,292,174,123,,294,137,255,296,262,12,238,135,165,174,213,292,123,106,,540,1
35,123,70,77,95,177,13,157,152,292,268,193,184,224,,157,77,177,184,292,123,193,268,13,35,95,70,224,152,,512,1
14,246,32,119,288,73,180,147,65,110,186,87,23,71,,147,87,119,246,186,23,65,180,14,71,32,110,288,73,,482,1
136,288,49,61,67,105,102,65,14,30,216,195,278,290,,61,288,216,67,278,136,102,30,65,290,14,195,105,49,,502,1
136,38,168,52,241,205,77,14,57,59,222,153,49,129,,52,129,153,205,14,38,57,77,168,136,241,222,49,59,,528,1
273,44,185,176,173,111,298,61,226,14,237,235,130,228,,228,44,176,273,298,226,14,185,237,235,173,111,61,130,,558,1
115,260,84,194,186,224,177,242,40,149,45,15,24,247,,45,247,186,224,24,149,242,84,177,115,194,260,40,15,,544,1
181,233,15,295,298,79,229,232,200,223,25,165,56,268,,229,232,223,181,79,295,165,56,15,233,25,200,268,298,,480,1
239,89,289,281,118,136,15,243,190,273,88,54,103,180,,15,289,190,281,180,88,118,243,136,89,273,54,103,239,,616,1
82,253,178,212,264,291,110,47,271,93,26,16,168,217,,291,47,253,168,264,110,26,217,93,82,16,212,271,178,,580,1
16,212,296,55,158,84,255,98,181,263,290,86,295,167,,98,16,290,181,263,86,295,255,212,55,158,84,296,167,,518,1
17,88,89,22,207,273,47,117,156,199,205,151,120,226,,207,273,47,17,120,88,89,205,156,226,22,199,117,151,,584,1
66,26,200,161,256,34,282,120,269,279,242,18,239,286,,286,66,256,120,269,161,200,242,18,239,26,282,34,279,,502,1
191,45,19,235,61,160,40,142,181,35,105,109,178,176,,109,45,178,176,40,105,181,160,191,61,235,19,35,142,,488,1
281,258,283,227,175,253,157,72,241,197,38,22,275,20,,258,281,227,275,175,241,38,157,20,72,197,253,22,283,,614,1
33,20,181,216,160,175,23,105,50,49,177,205,30,117,,117,30,49,160,105,216,20,33,175,177,181,23,205,50,,400,1
255,53,76,20,214,291,88,166,104,234,153,283,86,192,,166,86,192,214,88,283,234,291,104,76,255,20,53,153,,548,1
291,139,172,22,107,260,21,88,186,210,244,296,149,146,,172,291,139,146,149,186,296,210,21,22,88,260,107,244,,488,1
121,196,270,210,294,58,21,120,203,207,30,242,128,95,,58,270,120,196,207,121,242,294,128,21,203,95,30,210,,550,1
21,31,242,205,125,210,192,282,95,107,33,263,90,235,,205,263,125,90,192,235,21,31,33,242,210,107,282,95,,526,1
46,95,165,164,21,193,122,83,183,226,281,153,275,282,,164,165,193,95,226,275,183,281,83,282,122,21,46,153,,606,1
211,226,124,22,86,58,239,196,160,299,74,79,159,272,,58,22,239,211,226,79,299,159,272,74,160,196,86,124,,548,1
196,70,89,92,116,91,286,127,288,263,160,22,256,255,,127,70,92,116,91,286,263,256,288,160,89,255,196,22,,524,1
267,157,36,180,35,39,27,135,293,142,24,144,79,240,,142,135,293,267,35,180,36,79,144,27,39,157,240,24,,442,1
191,99,88,106,248,24,225,145,37,160,283,137,181,126,,160,283,106,137,99,88,225,145,24,37,248,126,181,191,,560,1
258,112,69,147,61,206,25,80,92,170,102,34,244,266,,25,61,69,244,258,147,266,102,206,34,170,92,80,112,,558,1
25,177,194,243,131,87,60,37,54,217,251,233,287,98,,60,37,194,217,25,177,87,131,233,54,251,98,243,287,,602,1
25,200,211,130,248,177,247,61,154,83,226,145,293,132,,25,145,248,130,293,211,200,247,83,177,61,132,154,226,,540,1
246,208,206,78,282,264,27,74,91,226,79,290,266,43,,266,43,79,208,27,78,74,264,206,246,282,290,91,226,,562,1
111,76,70,291,27,189,185,168,152,289,118,91,227,129,,291,189,129,289,227,185,111,27,76,168,91,152,70,118,,604,1
28,107,129,179,49,103,88,285,81,259,247,33,151,200,,107,88,103,81,33,49,285,151,179,28,129,200,259,247,,620,1
28,112,131,118,124,197,247,180,169,289,267,257,162,58,,197,289,118,131,247,267,162,124,169,28,180,58,112,257,,494,1
79,129,60,41,29,272,201,215,238,186,145,99,125,292,,238,79,292,125,272,99,60,145,186,201,41,215,29,129,,578,1
176,118,173,230,295,185,29,212,233,237,245,269,142,266,,266,230,237,245,212,118,185,176,233,295,29,173,269,142,,546,1
58,157,94,239,261,116,139,132,41,45,30,126,254,228,,126,30,45,239,58,116,41,228,261,94,254,157,132,139,,564,1
227,152,73,48,218,279,30,100,103,199,196,110,112,47,,218,100,47,48,73,227,112,196,152,279,103,30,110,199,,422,1
70,244,259,158,206,269,292,264,31,147,242,273,256,291,,206,31,269,256,291,147,273,244,70,242,292,264,158,259,,542,1
114,32,47,107,53,94,165,51,34,251,159,111,262,60,,53,32,159,114,47,60,94,107,251,262,34,51,165,111,,502,1
120,125,271,73,76,160,259,133,48,206,188,258,122,35,,120,48,35,73,125,206,258,160,133,76,188,271,259,122,,560,1
199,133,256,216,268,157,131,35,55,169,254,192,245,162,,55,245,162,216,199,254,192,256,157,133,169,35,131,268,,560,1
89,278,35,290,118,72,232,135,198,67,280,171,148,267,,89,35,67,135,232,290,267,148,278,118,72,171,198,280,,498,1
36,276,91,89,68,66,202,144,87,183,291,49,237,294,,237,144,68,276,87,49,291,183,89,202,91,294,36,66,,478,1
69,50,234,117,296,160,158,249,265,270,264,37,153,124,,265,153,264,160,124,117,296,158,69,270,249,37,50,234,,640,1
