113,36,249,01,210,298,,01,249,210,113,36,298,,264,1
32,02,242,286,167,144,,167,144,286,02,242,32,,148,1
283,51,181,02,240,228,,02,51,181,283,228,240,,200,1
191,08,03,41,73,153,,191,41,08,03,153,73,,208,1
283,238,172,11,240,03,,11,240,283,03,172,238,,264,1
89,66,03,248,109,78,,109,78,03,248,66,89,,220,1
04,241,19,74,166,265,,74,265,241,19,04,166,,186,1
251,04,222,227,271,238,,238,227,04,222,251,271,,210,1
33,06,222,23,173,28,,222,23,06,173,28,33,,198,1
282,20,268,260,07,111,,07,20,282,111,268,260,,264,1
07,55,46,205,62,231,,205,46,55,62,231,07,,252,1
201,278,204,226,70,07,,07,204,70,278,226,201,,272,1
179,150,114,08,264,296,,296,179,150,08,264,114,,288,1
41,09,298,233,67,194,,298,41,67,194,09,233,,256,1
206,178,82,152,10,20,,20,82,206,152,10,178,,310,1
58,81,70,11,116,94,,58,70,116,94,11,81,,278,1
163,230,193,12,287,94,,287,163,94,230,12,193,,252,1
63,13,191,78,150,151,,63,191,78,150,13,151,,178,1
13,93,291,155,188,167,,93,13,188,291,167,155,,226,1
259,217,14,201,33,238,,33,238,217,259,201,14,,202,1
178,46,14,164,245,298,,46,245,178,14,164,298,,244,1
231,14,211,282,227,184,,184,14,227,211,231,282,,232,1
41,69,223,15,108,135,,223,15,69,108,41,135,,210,1
15,106,186,188,242,210,,210,106,15,242,188,186,,258,1
112,222,67,34,16,122,,34,222,67,122,112,16,,248,1
204,28,74,276,17,198,,198,204,17,276,74,28,,280,1
75,240,285,227,99,17,,227,285,75,240,17,99,,260,1
82,31,59,18,230,140,,18,82,31,140,59,230,,248,1
199,82,251,218,18,265,,199,218,18,82,251,265,,242,1
18,271,255,101,294,251,,255,251,294,271,18,101,,198,1
207,212,246,134,279,18,,212,246,279,207,18,134,,208,1
20,26,223,151,200,141,,20,151,223,26,141,200,,248,1
20,204,60,103,191,274,,20,60,103,191,274,204,,310,1
49,24,203,51,55,21,,24,21,49,51,55,203,,212,1
67,25,33,59,155,21,,59,155,25,67,21,33,,256,1
21,158,212,197,30,139,,139,21,158,197,212,30,,224,1
203,43,213,21,115,235,,203,235,21,115,43,213,,178,1
40,183,146,129,23,163,,146,23,40,163,183,129,,212,1
175,49,129,23,137,287,,175,137,49,287,129,23,,232,1
188,245,269,209,24,80,,245,269,80,209,24,188,,174,1
277,250,262,24,264,97,,277,24,97,264,262,250,,242,1
209,220,108,25,182,31,,209,108,182,31,25,220,,284,1
78,207,168,287,25,249,,287,168,207,78,249,25,,250,1
26,64,82,235,225,124,,235,26,225,82,64,124,,250,1
94,26,66,255,150,269,,94,26,66,150,269,255,,188,1
104,186,115,291,174,26,,115,186,26,174,104,291,,216,1
210,26,219,239,111,293,,210,239,293,219,111,26,,226,1
240,26,195,233,242,244,,242,26,233,195,240,244,,304,1
256,27,58,168,137,209,,209,27,58,256,137,168,,258,1
201,93,205,131,27,101,,27,205,93,101,201,131,,244,1
207,279,155,99,29,205,,205,279,207,29,155,99,,204,1
29,185,100,290,256,199,,290,199,185,29,256,100,,220,1
62,103,31,256,40,101,,62,103,101,256,40,31,,198,1
92,250,248,176,293,31,,250,176,248,31,293,92,,218,1
56,32,204,73,57,202,,202,204,56,73,57,32,,232,1
265,240,177,159,34,220,,177,159,220,34,240,265,,332,1
193,243,230,35,149,195,,193,35,230,243,149,195,,240,1
256,246,36,88,262,249,,36,88,249,262,246,256,,206,1
107,160,106,210,37,72,,106,210,107,72,160,37,,220,1
271,37,172,128,296,265,,128,172,271,265,296,37,,220,1
46,39,82,148,189,216,,82,216,148,39,46,189,,220,1
287,40,53,158,141,216,,141,53,158,40,287,216,,252,1
141,53,200,232,40,209,,232,40,53,200,209,141,,246,1
40,76,280,253,135,189,,76,40,280,253,135,189,,214,1
280,258,43,42,204,210,,204,210,42,280,43,258,,192,1
115,83,130,234,42,192,,42,83,234,130,115,192,,230,1
127,210,272,173,299,42,,42,299,127,210,272,173,,208,1
88,151,202,44,275,124,,44,124,275,151,88,202,,268,1
45,58,129,51,98,132,,51,98,129,58,132,45,,240,1
190,300,68,171,262,48,,171,68,262,300,190,48,,250,1
213,126,246,279,253,50,,50,126,213,253,246,279,,192,1
206,117,146,267,51,270,,206,267,146,117,51,270,,212,1
74,107,61,262,52,252,,252,52,107,74,61,262,,212,1
190,136,163,53,211,238,,238,211,136,53,190,163,,228,1
180,106,215,75,57,66,,106,57,180,215,75,66,,256,1
242,57,154,177,143,108,,143,108,242,57,154,177,,196,1
291,242,125,283,204,63,,204,125,291,283,63,242,,232,1
247,64,156,188,290,146,,188,156,247,64,290,146,,172,1
140,84,281,65,154,260,,65,281,154,84,260,140,,264,1
123,203,187,66,215,82,,203,215,66,187,82,123,,258,1
205,129,280,184,186,67,,184,280,205,129,67,186,,266,1
86,159,178,139,180,68,,159,178,86,180,139,68,,220,1
108,268,248,214,213,72,,72,213,108,248,214,268,,284,1
169,219,274,277,72,273,,273,274,277,72,219,169,,244,1
170,274,75,107,102,269,,75,170,269,107,102,274,,214,1
