295,142,40,99,79,24,274,09,272,276,01,,79,272,142,09,274,99,40,295,24,276,01,,546,1
71,26,158,242,246,196,185,235,01,156,90,,26,01,71,242,246,196,90,156,185,235,158,,468,1
212,119,182,298,179,97,188,01,40,222,224,,01,224,212,222,40,119,188,182,179,97,298,,466,1
183,298,01,117,61,274,273,93,292,299,136,,117,61,93,292,274,273,01,136,298,183,299,,522,1
196,298,197,01,137,99,114,268,275,213,133,,213,298,137,133,114,275,268,99,196,197,01,,472,1
02,122,276,273,241,200,123,108,94,04,36,,123,02,122,276,273,241,04,36,200,108,94,,446,1
263,177,220,196,193,02,213,19,274,295,161,,213,196,295,220,263,193,177,19,161,02,274,,494,1
186,43,288,27,113,02,179,269,185,70,283,,179,269,27,113,70,43,186,288,185,283,02,,384,1
02,275,175,168,117,89,132,65,251,34,290,,168,117,175,251,290,02,89,65,34,132,275,,438,1
181,105,295,296,47,02,93,164,197,113,130,,105,296,164,295,181,93,130,02,47,113,197,,430,1
02,65,243,281,291,189,152,50,244,89,292,,244,281,02,292,89,50,152,243,189,65,291,,434,1
158,55,62,77,02,294,86,80,161,219,119,,219,119,02,161,86,294,80,158,55,62,77,,368,1
100,87,294,280,142,286,206,268,177,120,03,,177,280,87,100,03,268,206,286,294,120,142,,388,1
267,128,145,03,196,250,256,195,224,254,147,,128,196,250,267,03,145,195,254,224,147,256,,456,1
04,174,210,292,09,164,96,272,187,35,83,,272,96,83,35,164,174,04,187,292,210,09,,502,1
17,165,239,118,149,04,150,200,171,107,130,,118,200,239,149,17,150,171,04,165,130,107,,386,1
51,40,59,86,246,70,47,207,216,265,04,,51,86,04,59,265,246,70,216,47,207,40,,456,1
270,253,124,119,136,184,176,04,217,49,145,,145,270,49,124,253,176,119,136,184,217,04,,418,1
170,277,255,118,229,111,83,04,296,288,275,,275,288,277,296,111,118,255,04,83,229,170,,392,1
13,254,82,26,199,06,269,05,218,20,50,,218,199,13,26,82,06,254,50,269,20,05,,430,1
194,05,32,106,213,141,210,107,09,137,252,,05,137,210,32,107,194,09,106,213,252,141,,388,1
210,230,290,14,165,190,287,214,271,05,282,,190,165,271,290,282,14,287,214,230,05,210,,548,1
131,94,77,23,241,270,05,206,165,162,228,,162,206,05,241,228,165,94,270,77,23,131,,420,1
57,130,05,33,118,260,283,147,148,272,139,,283,57,33,130,147,272,139,05,148,118,260,,424,1
05,237,83,47,111,197,294,130,290,181,110,,181,237,130,47,111,290,197,294,05,83,110,,400,1
108,247,215,266,59,209,189,148,05,213,163,,247,05,213,215,108,189,163,266,59,209,148,,326,1
76,209,13,06,113,142,39,195,206,226,166,,166,206,113,76,226,209,39,195,13,06,142,,388,1
13,58,06,47,123,100,159,45,208,165,247,,123,06,165,45,58,47,100,159,247,13,208,,476,1
78,79,62,86,24,175,20,150,190,06,229,,86,24,150,06,175,79,190,20,229,78,62,,354,1
296,162,292,50,216,26,231,131,188,06,57,,216,292,296,50,162,06,131,57,231,188,26,,432,1
